ID,Marital status,Gender, Income ,Children,Education,Occupation,Home Owner,Cars,Commute Distance,Region,Age,Age_Bracket,Purchased Bike
21568,Maried,Female," $100,000 ",0,High School,Management,Yes,4,More than 10 miles,Pacific,34,Middle Age,Yes
13981,Maried,Female," $10,000 ",5,High School,Skilled Manual,No,3,1-2 Miles,Pacific,62,Old,No
23432,Single,M," $70,000 ",0,Bachelors,Professional,Yes,1,5-10 Miles,Pacific,37,Middle Age,Yes
22931,Maried,M," $100,000 ",5,Graduate Degree,Management,No,1,1-2 Miles,Pacific,78,Old,Yes
18172,Maried,M," $130,000 ",4,High School,Professional,Yes,3,0-1 Miles,Europe,55,Middle Age,No
12666,Single,M," $60,000 ",0,Bachelors,Professional,No,4,2-5 Miles,Pacific,31,Middle Age,No
20598,Maried,M," $100,000 ",3,Partial High School,Professional,Yes,0,More than 10 miles,Europe,59,Old,Yes
21375,Single,M," $20,000 ",2,Partial High School,Clerical,Yes,2,5-10 Miles,Pacific,57,Old,No
20839,Single,Female," $30,000 ",3,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,47,Middle Age,Yes
21738,Maried,M," $20,000 ",1,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,43,Middle Age,No
14164,Single,Female," $50,000 ",0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,Europe,36,Middle Age,Yes
14193,Single,Female," $100,000 ",3,Partial College,Management,Yes,4,More than 10 miles,Europe,56,Old,No
12705,Maried,M," $150,000 ",0,Bachelors,Management,Yes,4,0-1 Miles,Pacific,37,Middle Age,Yes
22672,Single,Female," $30,000 ",2,Partial College,Clerical,Yes,0,0-1 Miles,Europe,43,Middle Age,No
26219,Maried,Female," $40,000 ",1,Bachelors,Skilled Manual,Yes,1,1-2 Miles,Europe,33,Middle Age,Yes
28468,Maried,Female," $10,000 ",2,Partial College,Manual,Yes,0,1-2 Miles,Europe,51,Middle Age,No
23419,Single,Female," $70,000 ",5,Bachelors,Professional,Yes,3,More than 10 miles,Pacific,39,Middle Age,No
17964,Maried,M," $40,000 ",0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,37,Middle Age,Yes
20919,Single,Female," $30,000 ",2,Partial College,Clerical,Yes,2,0-1 Miles,Europe,42,Middle Age,No
20927,Single,Female," $20,000 ",5,High School,Manual,Yes,2,0-1 Miles,Europe,27,Adolecent,No
13133,Single,M," $100,000 ",5,Bachelors,Professional,Yes,1,5-10 Miles,Pacific,47,Middle Age,Yes
19626,Maried,M," $70,000 ",5,Partial College,Skilled Manual,Yes,3,5-10 Miles,Pacific,45,Middle Age,No
21039,Single,Female," $50,000 ",0,Graduate Degree,Skilled Manual,No,0,0-1 Miles,Europe,37,Middle Age,Yes
12231,Single,Female," $10,000 ",2,Partial College,Manual,Yes,0,0-1 Miles,Europe,51,Middle Age,Yes
25665,Single,Female," $20,000 ",0,High School,Manual,No,1,1-2 Miles,Europe,28,Adolecent,No
24061,Maried,M," $10,000 ",4,Partial High School,Manual,Yes,1,0-1 Miles,Europe,40,Middle Age,Yes
26879,Single,Female," $20,000 ",0,High School,Manual,No,1,2-5 Miles,Europe,30,Adolecent,No
12284,Maried,Female," $30,000 ",0,Bachelors,Clerical,No,0,0-1 Miles,Europe,36,Middle Age,Yes
26654,Maried,Female," $90,000 ",1,Graduate Degree,Management,Yes,0,0-1 Miles,Pacific,37,Middle Age,Yes
14545,Maried,Female," $10,000 ",2,Partial College,Manual,Yes,0,1-2 Miles,Europe,49,Middle Age,No
24201,Maried,Female," $10,000 ",2,High School,Manual,Yes,0,0-1 Miles,Europe,37,Middle Age,Yes
20625,Maried,M," $100,000 ",0,High School,Management,Yes,3,More than 10 miles,Pacific,35,Middle Age,Yes
16390,Single,M," $30,000 ",1,Bachelors,Clerical,No,0,0-1 Miles,Europe,38,Middle Age,Yes
14804,Single,Female," $10,000 ",3,Partial High School,Manual,Yes,2,0-1 Miles,Europe,43,Middle Age,No
12629,Single,M," $20,000 ",1,Partial College,Manual,No,0,0-1 Miles,Europe,37,Middle Age,No
14696,Single,M," $10,000 ",0,Partial High School,Manual,No,2,0-1 Miles,Europe,34,Middle Age,No
22005,Maried,Female," $70,000 ",5,Partial College,Skilled Manual,No,3,5-10 Miles,Pacific,46,Middle Age,No
14544,Single,M," $10,000 ",1,Partial College,Manual,Yes,0,0-1 Miles,Europe,49,Middle Age,No
14312,Maried,Female," $60,000 ",1,Partial College,Skilled Manual,Yes,1,5-10 Miles,Pacific,45,Middle Age,No
29120,Single,Female," $100,000 ",1,Bachelors,Management,Yes,4,2-5 Miles,Pacific,48,Middle Age,No
24187,Single,Female," $30,000 ",3,Graduate Degree,Clerical,No,0,0-1 Miles,Europe,46,Middle Age,Yes
15758,Maried,M," $130,000 ",0,Graduate Degree,Management,Yes,0,5-10 Miles,Pacific,48,Middle Age,No
29094,Maried,M," $30,000 ",3,High School,Skilled Manual,Yes,2,5-10 Miles,Pacific,54,Middle Age,Yes
28319,Single,Female," $60,000 ",1,Partial College,Skilled Manual,No,1,0-1 Miles,Pacific,46,Middle Age,Yes
16406,Maried,M," $40,000 ",0,Bachelors,Clerical,No,0,0-1 Miles,Europe,38,Middle Age,Yes
20923,Maried,Female," $40,000 ",1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,42,Middle Age,Yes
11378,Single,Female," $10,000 ",1,High School,Manual,No,1,2-5 Miles,Europe,46,Middle Age,Yes
20851,Single,M," $20,000 ",0,Partial College,Manual,No,1,2-5 Miles,Europe,36,Middle Age,Yes
21557,Single,Female," $110,000 ",0,Partial College,Management,Yes,3,More than 10 miles,Pacific,32,Middle Age,Yes
26663,Single,Female," $60,000 ",2,Bachelors,Professional,No,1,0-1 Miles,Pacific,39,Middle Age,Yes
11896,Maried,M," $100,000 ",1,Graduate Degree,Management,Yes,0,2-5 Miles,Pacific,36,Middle Age,Yes
14189,Maried,Female," $90,000 ",4,High School,Professional,No,2,2-5 Miles,Europe,54,Middle Age,Yes
13136,Maried,Female," $30,000 ",2,Partial College,Clerical,No,2,5-10 Miles,Pacific,69,Old,No
25906,Single,Female," $10,000 ",5,High School,Skilled Manual,No,2,1-2 Miles,Pacific,62,Old,No
17926,Single,Female," $40,000 ",0,Bachelors,Clerical,No,0,0-1 Miles,Pacific,28,Adolecent,Yes
26928,Single,M," $30,000 ",1,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,62,Old,Yes
20897,Maried,Female," $30,000 ",1,Bachelors,Skilled Manual,Yes,2,0-1 Miles,Europe,40,Middle Age,No
28207,Maried,M," $80,000 ",4,Graduate Degree,Management,Yes,1,0-1 Miles,Pacific,36,Middle Age,Yes
25923,Single,M," $10,000 ",2,Partial High School,Clerical,Yes,2,5-10 Miles,Pacific,58,Old,No
11000,Maried,M," $90,000 ",2,Bachelors,Professional,Yes,0,1-2 Miles,Pacific,40,Middle Age,Yes
20974,Maried,M," $10,000 ",2,Bachelors,Clerical,Yes,1,0-1 Miles,Europe,66,Old,No
28758,Maried,M," $40,000 ",2,Partial College,Clerical,Yes,1,1-2 Miles,Europe,35,Middle Age,Yes
11381,Maried,Female," $20,000 ",2,Partial College,Manual,Yes,1,2-5 Miles,Europe,47,Middle Age,Yes
17522,Maried,M," $120,000 ",4,Bachelors,Management,Yes,1,2-5 Miles,Pacific,47,Middle Age,No
21207,Maried,M," $60,000 ",1,Partial College,Skilled Manual,Yes,1,5-10 Miles,Pacific,46,Middle Age,No
28102,Maried,M," $20,000 ",4,High School,Skilled Manual,Yes,2,5-10 Miles,Pacific,58,Old,Yes
23105,Single,M," $40,000 ",3,Partial High School,Clerical,No,2,5-10 Miles,Pacific,52,Middle Age,Yes
18740,Maried,M," $80,000 ",5,Bachelors,Professional,No,1,0-1 Miles,Pacific,47,Middle Age,Yes
21213,Single,M," $70,000 ",0,Bachelors,Professional,No,1,5-10 Miles,Pacific,41,Middle Age,No
17352,Maried,M," $50,000 ",2,Graduate Degree,Management,Yes,1,5-10 Miles,Pacific,64,Old,Yes
14154,Maried,M," $30,000 ",0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,35,Middle Age,Yes
19066,Maried,M," $130,000 ",4,Partial College,Professional,No,3,More than 10 miles,Europe,54,Middle Age,No
11386,Maried,Female," $30,000 ",3,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,45,Middle Age,No
20228,Maried,M," $100,000 ",0,Graduate Degree,Management,Yes,0,2-5 Miles,Pacific,40,Middle Age,Yes
16675,Single,Female," $160,000 ",0,Graduate Degree,Management,No,3,0-1 Miles,Pacific,47,Middle Age,Yes
16410,Single,Female," $10,000 ",4,Partial High School,Manual,Yes,2,0-1 Miles,Europe,41,Middle Age,Yes
27760,Single,Female," $40,000 ",0,Graduate Degree,Clerical,No,0,0-1 Miles,Europe,37,Middle Age,Yes
22930,Maried,M," $90,000 ",4,Bachelors,Professional,Yes,0,1-2 Miles,Pacific,38,Middle Age,Yes
23780,Single,M," $40,000 ",2,Partial College,Clerical,No,2,0-1 Miles,Europe,36,Middle Age,Yes
20994,Maried,Female," $20,000 ",0,Bachelors,Clerical,No,0,0-1 Miles,Pacific,26,Adolecent,Yes
28379,Maried,M," $30,000 ",1,Bachelors,Skilled Manual,Yes,2,0-1 Miles,Europe,40,Middle Age,No
14865,Single,M," $40,000 ",2,Partial College,Clerical,Yes,2,1-2 Miles,Europe,36,Middle Age,No
12663,Maried,Female," $90,000 ",5,Partial High School,Skilled Manual,Yes,2,More than 10 miles,Europe,59,Old,No
24898,Single,Female," $80,000 ",0,Bachelors,Professional,Yes,3,More than 10 miles,Pacific,32,Middle Age,No
19508,Maried,M," $10,000 ",0,Partial High School,Manual,No,2,0-1 Miles,Europe,30,Adolecent,No
11489,Single,Female," $20,000 ",0,Partial High School,Manual,No,2,1-2 Miles,Europe,35,Middle Age,Yes
18160,Maried,M," $130,000 ",3,High School,Professional,Yes,4,5-10 Miles,Europe,51,Middle Age,Yes
25241,Maried,M," $90,000 ",2,Bachelors,Professional,Yes,1,5-10 Miles,Pacific,47,Middle Age,No
24369,Maried,M," $80,000 ",5,Graduate Degree,Management,No,2,0-1 Miles,Pacific,39,Middle Age,No
27165,Single,M," $20,000 ",0,Partial High School,Manual,No,2,0-1 Miles,Europe,34,Middle Age,No
29424,Maried,M," $10,000 ",0,Partial High School,Manual,Yes,2,0-1 Miles,Europe,32,Middle Age,No
15926,Single,Female," $120,000 ",3,High School,Professional,Yes,4,5-10 Miles,Europe,50,Middle Age,Yes
14554,Maried,M," $20,000 ",1,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,66,Old,No
16468,Single,M," $30,000 ",0,Partial College,Clerical,Yes,1,2-5 Miles,Europe,30,Adolecent,No
19174,Single,Female," $30,000 ",0,High School,Manual,No,1,2-5 Miles,Europe,32,Middle Age,Yes
19183,Single,M," $10,000 ",0,Partial High School,Manual,Yes,2,1-2 Miles,Europe,35,Middle Age,No
13683,Single,Female," $30,000 ",0,High School,Manual,No,1,2-5 Miles,Europe,32,Middle Age,No
17848,Single,M," $30,000 ",0,Partial College,Clerical,No,1,2-5 Miles,Europe,31,Middle Age,Yes
17894,Maried,Female," $20,000 ",1,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,50,Middle Age,Yes
25651,Maried,M," $40,000 ",1,Bachelors,Skilled Manual,No,0,0-1 Miles,Europe,43,Middle Age,Yes
22936,Single,Female," $60,000 ",1,Partial College,Skilled Manual,No,1,0-1 Miles,Pacific,45,Middle Age,Yes
23915,Maried,M," $20,000 ",2,High School,Manual,Yes,2,0-1 Miles,Europe,42,Middle Age,No
24121,Single,Female," $30,000 ",0,Partial College,Clerical,No,1,0-1 Miles,Europe,29,Adolecent,Yes
27878,Single,M," $20,000 ",0,Partial College,Manual,No,0,0-1 Miles,Pacific,28,Adolecent,Yes
13572,Single,M," $10,000 ",3,High School,Manual,Yes,0,0-1 Miles,Europe,37,Middle Age,Yes
27941,Maried,Female," $80,000 ",4,Partial College,Professional,Yes,2,2-5 Miles,Europe,53,Middle Age,No
26354,Single,M," $40,000 ",0,Graduate Degree,Clerical,No,0,0-1 Miles,Europe,38,Middle Age,Yes
14785,Single,M," $30,000 ",1,Bachelors,Clerical,No,1,1-2 Miles,Europe,39,Middle Age,No
17238,Single,M," $80,000 ",0,Bachelors,Professional,Yes,3,More than 10 miles,Pacific,32,Middle Age,No
23608,Maried,Female," $150,000 ",3,High School,Professional,Yes,3,0-1 Miles,Europe,51,Middle Age,Yes
22538,Single,Female," $10,000 ",0,Partial High School,Manual,Yes,2,1-2 Miles,Europe,33,Middle Age,No
12332,Maried,M," $90,000 ",4,High School,Management,Yes,3,5-10 Miles,Europe,58,Old,Yes
17230,Maried,M," $80,000 ",0,Bachelors,Professional,Yes,3,More than 10 miles,Pacific,30,Adolecent,No
13082,Single,M," $130,000 ",0,Graduate Degree,Management,Yes,0,2-5 Miles,Pacific,48,Middle Age,Yes
22518,Single,Female," $30,000 ",3,Partial College,Clerical,No,2,0-1 Miles,Europe,27,Adolecent,Yes
13687,Maried,M," $40,000 ",1,Bachelors,Skilled Manual,Yes,1,0-1 Miles,Europe,33,Middle Age,Yes
23571,Maried,Female," $40,000 ",2,Bachelors,Management,Yes,2,0-1 Miles,Pacific,66,Old,Yes
19305,Single,Female," $10,000 ",2,High School,Manual,Yes,1,0-1 Miles,Europe,38,Middle Age,Yes
22636,Single,Female," $40,000 ",0,Bachelors,Clerical,No,0,0-1 Miles,Europe,38,Middle Age,Yes
17310,Maried,M," $60,000 ",1,Partial College,Skilled Manual,Yes,1,0-1 Miles,Pacific,45,Middle Age,Yes
12133,Maried,Female," $130,000 ",3,Partial College,Professional,Yes,3,5-10 Miles,Europe,50,Middle Age,Yes
25918,Single,Female," $30,000 ",2,Partial College,Clerical,No,2,5-10 Miles,Pacific,60,Old,Yes
25752,Single,Female," $20,000 ",2,Partial College,Manual,No,1,0-1 Miles,Europe,53,Middle Age,Yes
17324,Maried,Female," $100,000 ",4,Bachelors,Professional,Yes,1,More than 10 miles,Pacific,46,Middle Age,No
22918,Single,M," $80,000 ",5,Graduate Degree,Management,Yes,3,0-1 Miles,Pacific,50,Middle Age,No
12510,Maried,M," $40,000 ",1,Bachelors,Skilled Manual,Yes,1,0-1 Miles,Europe,43,Middle Age,Yes
25512,Single,M," $20,000 ",0,High School,Manual,No,1,2-5 Miles,Europe,30,Adolecent,No
16179,Single,Female," $80,000 ",5,Bachelors,Professional,Yes,4,1-2 Miles,Pacific,38,Middle Age,No
15628,Maried,Female," $40,000 ",1,Bachelors,Skilled Manual,Yes,1,0-1 Miles,Europe,89,Old,No
20977,Maried,M," $20,000 ",1,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,64,Old,Yes
18140,Maried,M," $130,000 ",3,Partial College,Professional,No,3,5-10 Miles,Europe,51,Middle Age,Yes
20417,Maried,M," $30,000 ",3,Partial College,Clerical,No,2,5-10 Miles,Pacific,56,Old,No
18267,Maried,M," $60,000 ",3,Bachelors,Professional,Yes,2,5-10 Miles,Pacific,43,Middle Age,No
13620,Single,M," $70,000 ",0,Bachelors,Professional,No,3,More than 10 miles,Pacific,30,Adolecent,Yes
22974,Maried,Female," $30,000 ",2,Partial College,Clerical,Yes,2,5-10 Miles,Pacific,69,Old,No
13586,Maried,M," $80,000 ",4,Partial College,Professional,Yes,2,More than 10 miles,Europe,53,Middle Age,No
17978,Maried,M," $40,000 ",0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,37,Middle Age,Yes
12581,Single,Female," $10,000 ",0,Partial College,Manual,No,1,0-1 Miles,Pacific,28,Adolecent,Yes
18018,Single,M," $30,000 ",3,Partial College,Clerical,Yes,0,0-1 Miles,Europe,43,Middle Age,No
28957,Single,Female," $120,000 ",0,Partial High School,Professional,Yes,4,More than 10 miles,Pacific,34,Middle Age,Yes
13690,Single,Female," $20,000 ",0,Partial High School,Manual,No,2,1-2 Miles,Europe,34,Middle Age,Yes
12568,Maried,Female," $30,000 ",1,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,64,Old,No
13122,Maried,Female," $80,000 ",0,Bachelors,Professional,Yes,1,1-2 Miles,Pacific,41,Middle Age,Yes
21184,Single,M," $70,000 ",0,Bachelors,Professional,No,1,5-10 Miles,Pacific,38,Middle Age,No
26150,Single,Female," $70,000 ",0,Bachelors,Professional,No,1,0-1 Miles,Pacific,41,Middle Age,Yes
24151,Single,M," $20,000 ",1,Bachelors,Clerical,No,0,0-1 Miles,Europe,51,Middle Age,No
23962,Maried,Female," $10,000 ",0,Partial High School,Manual,Yes,2,1-2 Miles,Europe,32,Middle Age,No
17793,Maried,Female," $40,000 ",0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,38,Middle Age,Yes
14926,Maried,M," $30,000 ",1,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,38,Middle Age,Yes
16163,Single,M," $60,000 ",2,Bachelors,Professional,Yes,1,2-5 Miles,Pacific,38,Middle Age,Yes
21365,Maried,Female," $10,000 ",2,Partial High School,Clerical,Yes,2,5-10 Miles,Pacific,58,Old,No
27771,Single,M," $30,000 ",1,Bachelors,Clerical,Yes,1,1-2 Miles,Europe,39,Middle Age,Yes
26167,Single,Female," $40,000 ",2,Bachelors,Management,No,1,5-10 Miles,Pacific,53,Middle Age,Yes
25792,Single,Female," $110,000 ",3,Bachelors,Management,Yes,4,More than 10 miles,Europe,53,Middle Age,No
11555,Maried,Female," $40,000 ",1,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,80,Old,No
22381,Maried,M," $10,000 ",1,Graduate Degree,Manual,Yes,0,0-1 Miles,Europe,44,Middle Age,No
17882,Maried,M," $20,000 ",1,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,44,Middle Age,No
22174,Maried,M," $30,000 ",3,High School,Skilled Manual,Yes,2,5-10 Miles,Pacific,54,Middle Age,Yes
22439,Maried,Female," $30,000 ",0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,37,Middle Age,Yes
18012,Maried,Female," $40,000 ",1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,41,Middle Age,No
27582,Single,Female," $90,000 ",2,Bachelors,Professional,No,0,0-1 Miles,Pacific,36,Middle Age,Yes
12744,Single,Female," $40,000 ",2,Partial College,Clerical,Yes,0,0-1 Miles,Europe,33,Middle Age,No
22821,Maried,Female," $130,000 ",3,Partial College,Professional,Yes,4,0-1 Miles,Europe,52,Middle Age,No
20171,Maried,Female," $20,000 ",2,Partial College,Manual,Yes,1,0-1 Miles,Europe,46,Middle Age,Yes
11116,Maried,M," $70,000 ",5,Partial College,Skilled Manual,Yes,2,5-10 Miles,Pacific,43,Middle Age,No
20053,Single,M," $40,000 ",2,Partial College,Clerical,Yes,0,0-1 Miles,Europe,34,Middle Age,No
25266,Single,Female," $30,000 ",2,Partial College,Clerical,No,2,5-10 Miles,Pacific,67,Old,No
17960,Maried,Female," $40,000 ",0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,35,Middle Age,Yes
13961,Maried,Female," $80,000 ",5,Graduate Degree,Management,Yes,3,0-1 Miles,Pacific,40,Middle Age,No
11897,Single,M," $60,000 ",2,Bachelors,Professional,No,1,0-1 Miles,Pacific,37,Middle Age,Yes
11139,Single,Female," $30,000 ",2,Partial College,Clerical,No,2,5-10 Miles,Pacific,67,Old,No
11576,Maried,M," $30,000 ",1,Bachelors,Skilled Manual,Yes,2,0-1 Miles,Europe,41,Middle Age,Yes
19255,Single,M," $10,000 ",2,Partial College,Manual,Yes,1,0-1 Miles,Europe,51,Middle Age,Yes
18153,Maried,Female," $100,000 ",2,Bachelors,Management,Yes,4,More than 10 miles,Europe,59,Old,No
14547,Maried,M," $10,000 ",2,Partial College,Manual,Yes,0,1-2 Miles,Europe,51,Middle Age,No
24901,Single,M," $110,000 ",0,Partial College,Management,No,3,More than 10 miles,Pacific,32,Middle Age,Yes
27169,Single,M," $30,000 ",0,High School,Manual,Yes,1,2-5 Miles,Europe,34,Middle Age,Yes
14805,Single,Female," $10,000 ",3,Partial High School,Manual,Yes,2,0-1 Miles,Europe,43,Middle Age,No
15822,Maried,M," $40,000 ",2,Bachelors,Management,Yes,2,0-1 Miles,Pacific,67,Old,No
19389,Single,M," $30,000 ",0,Partial College,Clerical,No,1,2-5 Miles,Europe,28,Adolecent,No
17048,Single,Female," $90,000 ",1,Graduate Degree,Management,Yes,0,0-1 Miles,Pacific,36,Middle Age,Yes
22204,Maried,M," $110,000 ",4,Bachelors,Management,Yes,3,2-5 Miles,Pacific,48,Middle Age,No
12718,Single,Female," $30,000 ",0,Partial College,Clerical,Yes,1,2-5 Miles,Europe,31,Middle Age,No
15019,Single,Female," $30,000 ",3,High School,Skilled Manual,Yes,2,5-10 Miles,Pacific,55,Middle Age,No
28488,Single,M," $20,000 ",0,Partial College,Manual,Yes,0,0-1 Miles,Pacific,28,Adolecent,Yes
21891,Maried,Female," $110,000 ",0,High School,Management,Yes,3,More than 10 miles,Pacific,34,Middle Age,Yes
27814,Single,Female," $30,000 ",3,Partial College,Clerical,No,1,0-1 Miles,Europe,26,Adolecent,No
22175,Maried,Female," $30,000 ",3,High School,Skilled Manual,Yes,2,5-10 Miles,Pacific,53,Middle Age,Yes
29447,Single,Female," $10,000 ",2,Bachelors,Clerical,No,1,2-5 Miles,Europe,68,Old,No
19784,Maried,Female," $80,000 ",2,High School,Skilled Manual,Yes,2,5-10 Miles,Pacific,50,Middle Age,Yes
27824,Single,Female," $30,000 ",3,Partial College,Clerical,Yes,2,0-1 Miles,Europe,28,Adolecent,Yes
24093,Single,Female," $80,000 ",0,Graduate Degree,Skilled Manual,No,0,0-1 Miles,Europe,40,Middle Age,Yes
19618,Maried,M," $70,000 ",5,Partial College,Skilled Manual,Yes,2,0-1 Miles,Pacific,44,Middle Age,No
21561,Single,M," $90,000 ",0,Bachelors,Professional,No,3,More than 10 miles,Pacific,34,Middle Age,Yes
11061,Maried,M," $70,000 ",2,Partial College,Skilled Manual,Yes,2,5-10 Miles,Pacific,52,Middle Age,Yes
26651,Single,M," $80,000 ",4,Graduate Degree,Management,Yes,0,0-1 Miles,Pacific,36,Middle Age,Yes
21108,Maried,Female," $40,000 ",1,Bachelors,Skilled Manual,Yes,1,0-1 Miles,Europe,43,Middle Age,Yes
12731,Single,M," $30,000 ",0,High School,Manual,No,1,1-2 Miles,Europe,32,Middle Age,No
25307,Maried,Female," $40,000 ",1,Bachelors,Skilled Manual,Yes,1,1-2 Miles,Europe,32,Middle Age,Yes
14278,Maried,Female," $130,000 ",0,Graduate Degree,Management,Yes,1,More than 10 miles,Pacific,48,Middle Age,No
20711,Maried,Female," $40,000 ",1,Bachelors,Skilled Manual,Yes,0,1-2 Miles,Europe,32,Middle Age,Yes
11383,Maried,Female," $30,000 ",3,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,46,Middle Age,No
12497,Maried,Female," $40,000 ",1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,42,Middle Age,No
16559,Single,Female," $10,000 ",2,High School,Manual,Yes,0,0-1 Miles,Europe,36,Middle Age,Yes
11585,Maried,Female," $40,000 ",1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,41,Middle Age,No
20277,Maried,Female," $30,000 ",2,Partial College,Clerical,No,2,0-1 Miles,Pacific,69,Old,No
26765,Single,Female," $70,000 ",5,Partial College,Skilled Manual,Yes,2,5-10 Miles,Pacific,45,Middle Age,No
12389,Single,M," $30,000 ",0,High School,Manual,No,1,2-5 Miles,Europe,34,Middle Age,No
13585,Maried,Female," $80,000 ",4,Partial College,Professional,No,1,2-5 Miles,Europe,53,Middle Age,Yes
26385,Single,M," $120,000 ",3,High School,Professional,No,4,5-10 Miles,Europe,50,Middle Age,No
12236,Maried,Female," $20,000 ",1,Partial College,Manual,Yes,0,0-1 Miles,Europe,65,Old,No
21560,Maried,M," $120,000 ",0,Partial High School,Professional,Yes,4,More than 10 miles,Pacific,32,Middle Age,Yes
21554,Single,Female," $80,000 ",0,Bachelors,Professional,No,3,More than 10 miles,Pacific,33,Middle Age,No
13662,Single,M," $20,000 ",0,Partial High School,Manual,Yes,2,1-2 Miles,Europe,31,Middle Age,Yes
13089,Maried,Female," $120,000 ",1,Bachelors,Management,Yes,2,0-1 Miles,Pacific,46,Middle Age,Yes
14791,Maried,Female," $40,000 ",0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,39,Middle Age,Yes
19331,Single,M," $20,000 ",2,High School,Manual,Yes,1,0-1 Miles,Europe,40,Middle Age,No
17754,Single,Female," $30,000 ",3,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,46,Middle Age,Yes
11149,Maried,M," $40,000 ",2,Bachelors,Management,Yes,2,0-1 Miles,Pacific,65,Old,No
16549,Single,Female," $30,000 ",3,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,47,Middle Age,Yes
24305,Single,M," $100,000 ",1,Bachelors,Management,No,3,0-1 Miles,Pacific,46,Middle Age,Yes
18253,Maried,Female," $80,000 ",5,Graduate Degree,Management,Yes,3,0-1 Miles,Pacific,40,Middle Age,No
20147,Maried,Female," $30,000 ",1,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,65,Old,No
15612,Single,M," $30,000 ",0,High School,Manual,No,1,1-2 Miles,Europe,28,Adolecent,No
28323,Single,M," $70,000 ",0,Bachelors,Professional,No,2,5-10 Miles,Pacific,43,Middle Age,Yes
22634,Single,Female," $40,000 ",0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,38,Middle Age,Yes
15665,Maried,Female," $30,000 ",0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,47,Middle Age,Yes
27585,Maried,Female," $90,000 ",2,Bachelors,Professional,No,0,0-1 Miles,Pacific,36,Middle Age,Yes
19748,Maried,M," $20,000 ",4,High School,Skilled Manual,No,2,1-2 Miles,Pacific,60,Old,No
21974,Single,Female," $70,000 ",0,Bachelors,Professional,Yes,1,5-10 Miles,Pacific,42,Middle Age,Yes
14032,Maried,M," $70,000 ",2,High School,Skilled Manual,No,2,1-2 Miles,Pacific,50,Middle Age,Yes
22610,Maried,M," $30,000 ",0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,35,Middle Age,Yes
26984,Maried,M," $40,000 ",1,Bachelors,Skilled Manual,Yes,1,0-1 Miles,Europe,32,Middle Age,Yes
18294,Maried,Female," $90,000 ",1,Bachelors,Professional,Yes,1,5-10 Miles,Pacific,46,Middle Age,No
28564,Single,Female," $40,000 ",2,Partial College,Clerical,Yes,0,1-2 Miles,Europe,33,Middle Age,Yes
28521,Single,M," $40,000 ",0,Graduate Degree,Clerical,No,0,0-1 Miles,Europe,36,Middle Age,Yes
15450,Maried,M," $10,000 ",1,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,70,Old,No
25681,Single,Female," $30,000 ",0,Partial College,Clerical,No,1,2-5 Miles,Europe,31,Middle Age,Yes
19491,Single,M," $30,000 ",2,Partial College,Clerical,Yes,2,0-1 Miles,Europe,42,Middle Age,No
26415,Maried,Female," $90,000 ",4,Partial High School,Skilled Manual,Yes,4,More than 10 miles,Europe,58,Old,No
12821,Maried,M," $40,000 ",0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,39,Middle Age,No
15629,Single,Female," $10,000 ",0,Partial High School,Manual,Yes,2,1-2 Miles,Europe,34,Middle Age,No
27835,Maried,M," $20,000 ",0,Partial High School,Manual,Yes,2,0-1 Miles,Europe,32,Middle Age,No
11738,Maried,M," $60,000 ",4,Bachelors,Professional,Yes,0,2-5 Miles,North America,46,Middle Age,No
25065,Maried,M," $70,000 ",2,Partial High School,Skilled Manual,Yes,2,5-10 Miles,North America,48,Middle Age,No
